slice_file_name,fsID,start,end,road,classID,class
Around Arya School(1°16_32_ S 36°49_29_ E)--1-11.wav,Around Arya School(1°16_32_ S 36°49_29_ E),66,72,Around Arya School(1°16_32_ S 36°49_29_ E),-1,private car
Around Arya School(1°16_32_ S 36°49_29_ E)--1-12.wav,Around Arya School(1°16_32_ S 36°49_29_ E),72,78,Around Arya School(1°16_32_ S 36°49_29_ E),-1,private car
Around Arya School(1°16_32_ S 36°49_29_ E)--1-13.wav,Around Arya School(1°16_32_ S 36°49_29_ E),78,84,Around Arya School(1°16_32_ S 36°49_29_ E),-1,other
Around Arya School(1°16_32_ S 36°49_29_ E)--1-14.wav,Around Arya School(1°16_32_ S 36°49_29_ E),84,90,Around Arya School(1°16_32_ S 36°49_29_ E),-1,SUV
Around Arya School(1°16_32_ S 36°49_29_ E)--1-15.wav,Around Arya School(1°16_32_ S 36°49_29_ E),90,96,Around Arya School(1°16_32_ S 36°49_29_ E),-1,PSV
Around Arya School(1°16_32_ S 36°49_29_ E)--1-16.wav,Around Arya School(1°16_32_ S 36°49_29_ E),96,102,Around Arya School(1°16_32_ S 36°49_29_ E),-1,SUV
Around Arya School(1°16_32_ S 36°49_29_ E)--1-17.wav,Around Arya School(1°16_32_ S 36°49_29_ E),102,108,Around Arya School(1°16_32_ S 36°49_29_ E),-1,other
Around Arya School(1°16_32_ S 36°49_29_ E)--1-18.wav,Around Arya School(1°16_32_ S 36°49_29_ E),108,114,Around Arya School(1°16_32_ S 36°49_29_ E),-1,bus
Around Arya School(1°16_32_ S 36°49_29_ E)--1-19.wav,Around Arya School(1°16_32_ S 36°49_29_ E),114,120,Around Arya School(1°16_32_ S 36°49_29_ E),-1,bus
Around Arya School(1°16_32_ S 36°49_29_ E)--1-20.wav,Around Arya School(1°16_32_ S 36°49_29_ E),120,126,Around Arya School(1°16_32_ S 36°49_29_ E),-1,motorcycle
Around Arya School(1°16_32_ S 36°49_29_ E)--1-21.wav,Around Arya School(1°16_32_ S 36°49_29_ E),126,132,Around Arya School(1°16_32_ S 36°49_29_ E),-1,other
Around Arya School(1°16_32_ S 36°49_29_ E)--1-22.wav,Around Arya School(1°16_32_ S 36°49_29_ E),132,138,Around Arya School(1°16_32_ S 36°49_29_ E),-1,light truck
Around Arya School(1°16_32_ S 36°49_29_ E)--1-23.wav,Around Arya School(1°16_32_ S 36°49_29_ E),138,144,Around Arya School(1°16_32_ S 36°49_29_ E),-1,medium truck
Around Arya School(1°16_32_ S 36°49_29_ E)--1-24.wav,Around Arya School(1°16_32_ S 36°49_29_ E),144,150,Around Arya School(1°16_32_ S 36°49_29_ E),-1,PSV
Around Arya School(1°16_32_ S 36°49_29_ E)--1-25.wav,Around Arya School(1°16_32_ S 36°49_29_ E),150,156,Around Arya School(1°16_32_ S 36°49_29_ E),-1,private car
Around Arya School(1°16_32_ S 36°49_29_ E)--1-26.wav,Around Arya School(1°16_32_ S 36°49_29_ E),156,162,Around Arya School(1°16_32_ S 36°49_29_ E),-1,motorcycle
Around Arya School(1°16_32_ S 36°49_29_ E)--1-27.wav,Around Arya School(1°16_32_ S 36°49_29_ E),162,168,Around Arya School(1°16_32_ S 36°49_29_ E),-1,private car
Around Arya School(1°16_32_ S 36°49_29_ E)--1-28.wav,Around Arya School(1°16_32_ S 36°49_29_ E),168,174,Around Arya School(1°16_32_ S 36°49_29_ E),-1,motorcycle
Around Arya School(1°16_32_ S 36°49_29_ E)--1-29.wav,Around Arya School(1°16_32_ S 36°49_29_ E),174,180,Around Arya School(1°16_32_ S 36°49_29_ E),-1,medium truck
Around Arya School(1°16_32_ S 36°49_29_ E)--1-30.wav,Around Arya School(1°16_32_ S 36°49_29_ E),180,186,Around Arya School(1°16_32_ S 36°49_29_ E),-1,PSV
Around Arya School(1°16_32_ S 36°49_29_ E)--1-31.wav,Around Arya School(1°16_32_ S 36°49_29_ E),186,192,Around Arya School(1°16_32_ S 36°49_29_ E),-1,other
Around Arya School(1°16_32_ S 36°49_29_ E)--1-32.wav,Around Arya School(1°16_32_ S 36°49_29_ E),192,198,Around Arya School(1°16_32_ S 36°49_29_ E),-1,SUV
Around Arya School(1°16_32_ S 36°49_29_ E)--1-33.wav,Around Arya School(1°16_32_ S 36°49_29_ E),198,204,Around Arya School(1°16_32_ S 36°49_29_ E),-1,light truck
Around Arya School(1°16_32_ S 36°49_29_ E)--1-34.wav,Around Arya School(1°16_32_ S 36°49_29_ E),204,210,Around Arya School(1°16_32_ S 36°49_29_ E),-1,medium truck
Around Arya School(1°16_32_ S 36°49_29_ E)--1-35.wav,Around Arya School(1°16_32_ S 36°49_29_ E),210,216,Around Arya School(1°16_32_ S 36°49_29_ E),-1,PSV
Around Arya School(1°16_32_ S 36°49_29_ E)--1-36.wav,Around Arya School(1°16_32_ S 36°49_29_ E),216,222,Around Arya School(1°16_32_ S 36°49_29_ E),-1,other
Around Arya School(1°16_32_ S 36°49_29_ E)--1-37.wav,Around Arya School(1°16_32_ S 36°49_29_ E),222,228,Around Arya School(1°16_32_ S 36°49_29_ E),-1,PSV
Around Arya School(1°16_32_ S 36°49_29_ E)--1-38.wav,Around Arya School(1°16_32_ S 36°49_29_ E),228,234,Around Arya School(1°16_32_ S 36°49_29_ E),-1,medium truck
Around Arya School(1°16_32_ S 36°49_29_ E)--1-39.wav,Around Arya School(1°16_32_ S 36°49_29_ E),234,240,Around Arya School(1°16_32_ S 36°49_29_ E),-1,medium truck
Around Arya School(1°16_32_ S 36°49_29_ E)--1-40.wav,Around Arya School(1°16_32_ S 36°49_29_ E),240,246,Around Arya School(1°16_32_ S 36°49_29_ E),-1,other
Around Arya School(1°16_32_ S 36°49_29_ E)--1-41.wav,Around Arya School(1°16_32_ S 36°49_29_ E),246,252,Around Arya School(1°16_32_ S 36°49_29_ E),-1,motorcycle
Around Arya School(1°16_32_ S 36°49_29_ E)--1-42.wav,Around Arya School(1°16_32_ S 36°49_29_ E),252,258,Around Arya School(1°16_32_ S 36°49_29_ E),-1,private car
Around Arya School(1°16_32_ S 36°49_29_ E)--1-43.wav,Around Arya School(1°16_32_ S 36°49_29_ E),258,264,Around Arya School(1°16_32_ S 36°49_29_ E),-1,private car
Around Arya School(1°16_32_ S 36°49_29_ E)--1-44.wav,Around Arya School(1°16_32_ S 36°49_29_ E),264,270,Around Arya School(1°16_32_ S 36°49_29_ E),-1,private car
Around Arya School(1°16_32_ S 36°49_29_ E)--1-45.wav,Around Arya School(1°16_32_ S 36°49_29_ E),270,276,Around Arya School(1°16_32_ S 36°49_29_ E),-1,motorcycle
Around Arya School(1°16_32_ S 36°49_29_ E)--1-46.wav,Around Arya School(1°16_32_ S 36°49_29_ E),276,282,Around Arya School(1°16_32_ S 36°49_29_ E),-1,motorcycle
Around Arya School(1°16_32_ S 36°49_29_ E)--1-47.wav,Around Arya School(1°16_32_ S 36°49_29_ E),282,288,Around Arya School(1°16_32_ S 36°49_29_ E),-1,medium truck
Around Arya School(1°16_32_ S 36°49_29_ E)--1-48.wav,Around Arya School(1°16_32_ S 36°49_29_ E),288,294,Around Arya School(1°16_32_ S 36°49_29_ E),-1,medium truck
Around Arya School(1°16_32_ S 36°49_29_ E)--1-49.wav,Around Arya School(1°16_32_ S 36°49_29_ E),294,300,Around Arya School(1°16_32_ S 36°49_29_ E),-1,light truck
Around Arya School(1°16_32_ S 36°49_29_ E)--1-50.wav,Around Arya School(1°16_32_ S 36°49_29_ E),297.8293197,303.8293197,Around Arya School(1°16_32_ S 36°49_29_ E),-1,PSV
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-0.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),0,6,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,medium truck
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-1.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),6,12,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,private car
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-2.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),12,18,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,private car
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-3.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),18,24,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,private car
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-4.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),24,30,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,private car
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-5.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),30,36,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,PSV
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-6.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),36,42,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,private car
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-7.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),42,48,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,PSV
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-8.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),48,54,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,SUV
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-9.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),54,60,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,motorcycle
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-10.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),60,66,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,light truck
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-11.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),66,72,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,PSV
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-12.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),72,78,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,medium truck
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-13.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),78,84,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,PSV
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-14.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),84,90,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,light truck
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-15.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),90,96,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,private car
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-16.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),96,102,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,private car
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-17.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),102,108,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,PSV
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-18.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),108,114,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,light truck
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-19.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),114,120,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,PSV
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-20.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),120,126,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,medium truck
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-21.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),126,132,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,light truck
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-22.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),132,138,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,PSV
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-23.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),138,144,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,motorcycle
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-24.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),144,150,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,SUV
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-25.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),150,156,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,private car
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-26.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),156,162,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,other
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-27.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),162,168,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,other
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-28.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),168,174,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,PSV
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-29.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),174,180,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,motorcycle
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-30.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),180,186,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,private car
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-31.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),186,192,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,pickup
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-32.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),192,198,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,pickup
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-33.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),198,204,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,SUV
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-34.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),204,210,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,PSV
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-35.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),210,216,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,SUV
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-36.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),216,222,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,light truck
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-37.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),222,228,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,medium truck
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-38.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),228,234,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,SUV
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-39.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),234,240,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,private car
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-40.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),240,246,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,light truck
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-41.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),246,252,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,PSV
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-42.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),252,258,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,PSV
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-43.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),258,264,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,medium truck
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-44.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),264,270,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,PSV
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-45.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),270,276,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,pickup
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-46.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),276,282,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,PSV
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-47.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),282,288,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,private car
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-48.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),288,294,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,private car
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-49.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),294,300,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,private car
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-50.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),300,306,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,motorcycle
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-102.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),304.3786621,310.3786621,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,motorcycle
Around Junction Mall(1°17_57_S 36°45_49_E)--1-0.wav,Around Junction Mall(1°17_57_S 36°45_49_E),0,6,Around Junction Mall(1°17_57_S 36°45_49_E),-1,motorcycle
Around Junction Mall(1°17_57_S 36°45_49_E)--1-1.wav,Around Junction Mall(1°17_57_S 36°45_49_E),6,12,Around Junction Mall(1°17_57_S 36°45_49_E),-1,PSV
Around Junction Mall(1°17_57_S 36°45_49_E)--1-2.wav,Around Junction Mall(1°17_57_S 36°45_49_E),12,18,Around Junction Mall(1°17_57_S 36°45_49_E),-1,SUV
Around Junction Mall(1°17_57_S 36°45_49_E)--1-3.wav,Around Junction Mall(1°17_57_S 36°45_49_E),18,24,Around Junction Mall(1°17_57_S 36°45_49_E),-1,private car
Around Junction Mall(1°17_57_S 36°45_49_E)--1-4.wav,Around Junction Mall(1°17_57_S 36°45_49_E),24,30,Around Junction Mall(1°17_57_S 36°45_49_E),-1,light truck
Around Junction Mall(1°17_57_S 36°45_49_E)--1-5.wav,Around Junction Mall(1°17_57_S 36°45_49_E),30,36,Around Junction Mall(1°17_57_S 36°45_49_E),-1,PSV
Around Junction Mall(1°17_57_S 36°45_49_E)--1-6.wav,Around Junction Mall(1°17_57_S 36°45_49_E),36,42,Around Junction Mall(1°17_57_S 36°45_49_E),-1,private car
Around Junction Mall(1°17_57_S 36°45_49_E)--1-7.wav,Around Junction Mall(1°17_57_S 36°45_49_E),42,48,Around Junction Mall(1°17_57_S 36°45_49_E),-1,other
Around Junction Mall(1°17_57_S 36°45_49_E)--1-8.wav,Around Junction Mall(1°17_57_S 36°45_49_E),48,54,Around Junction Mall(1°17_57_S 36°45_49_E),-1,other
Around Junction Mall(1°17_57_S 36°45_49_E)--1-9.wav,Around Junction Mall(1°17_57_S 36°45_49_E),54,60,Around Junction Mall(1°17_57_S 36°45_49_E),-1,PSV
Around Junction Mall(1°17_57_S 36°45_49_E)--1-10.wav,Around Junction Mall(1°17_57_S 36°45_49_E),60,66,Around Junction Mall(1°17_57_S 36°45_49_E),-1,PSV
Around Junction Mall(1°17_57_S 36°45_49_E)--1-11.wav,Around Junction Mall(1°17_57_S 36°45_49_E),66,72,Around Junction Mall(1°17_57_S 36°45_49_E),-1,PSV
Around Junction Mall(1°17_57_S 36°45_49_E)--1-12.wav,Around Junction Mall(1°17_57_S 36°45_49_E),72,78,Around Junction Mall(1°17_57_S 36°45_49_E),-1,private car
Around Junction Mall(1°17_57_S 36°45_49_E)--1-13.wav,Around Junction Mall(1°17_57_S 36°45_49_E),78,84,Around Junction Mall(1°17_57_S 36°45_49_E),-1,SUV
Around Junction Mall(1°17_57_S 36°45_49_E)--1-14.wav,Around Junction Mall(1°17_57_S 36°45_49_E),84,90,Around Junction Mall(1°17_57_S 36°45_49_E),-1,PSV
Around Junction Mall(1°17_57_S 36°45_49_E)--1-15.wav,Around Junction Mall(1°17_57_S 36°45_49_E),90,96,Around Junction Mall(1°17_57_S 36°45_49_E),-1,PSV
Around Junction Mall(1°17_57_S 36°45_49_E)--1-16.wav,Around Junction Mall(1°17_57_S 36°45_49_E),96,102,Around Junction Mall(1°17_57_S 36°45_49_E),-1,PSV
Around Junction Mall(1°17_57_S 36°45_49_E)--1-17.wav,Around Junction Mall(1°17_57_S 36°45_49_E),102,108,Around Junction Mall(1°17_57_S 36°45_49_E),-1,medium truck
Around Junction Mall(1°17_57_S 36°45_49_E)--1-18.wav,Around Junction Mall(1°17_57_S 36°45_49_E),108,114,Around Junction Mall(1°17_57_S 36°45_49_E),-1,private car
Around Junction Mall(1°17_57_S 36°45_49_E)--1-19.wav,Around Junction Mall(1°17_57_S 36°45_49_E),114,120,Around Junction Mall(1°17_57_S 36°45_49_E),-1,private car
Around Junction Mall(1°17_57_S 36°45_49_E)--1-20.wav,Around Junction Mall(1°17_57_S 36°45_49_E),120,126,Around Junction Mall(1°17_57_S 36°45_49_E),-1,SUV
Around Junction Mall(1°17_57_S 36°45_49_E)--1-21.wav,Around Junction Mall(1°17_57_S 36°45_49_E),126,132,Around Junction Mall(1°17_57_S 36°45_49_E),-1,SUV
Around Junction Mall(1°17_57_S 36°45_49_E)--1-22.wav,Around Junction Mall(1°17_57_S 36°45_49_E),132,138,Around Junction Mall(1°17_57_S 36°45_49_E),-1,private car
Around Junction Mall(1°17_57_S 36°45_49_E)--1-23.wav,Around Junction Mall(1°17_57_S 36°45_49_E),138,144,Around Junction Mall(1°17_57_S 36°45_49_E),-1,motorcycle
Around Junction Mall(1°17_57_S 36°45_49_E)--1-24.wav,Around Junction Mall(1°17_57_S 36°45_49_E),144,150,Around Junction Mall(1°17_57_S 36°45_49_E),-1,PSV
Around Junction Mall(1°17_57_S 36°45_49_E)--1-25.wav,Around Junction Mall(1°17_57_S 36°45_49_E),150,156,Around Junction Mall(1°17_57_S 36°45_49_E),-1,motorcycle
Around Junction Mall(1°17_57_S 36°45_49_E)--1-26.wav,Around Junction Mall(1°17_57_S 36°45_49_E),156,162,Around Junction Mall(1°17_57_S 36°45_49_E),-1,PSV
Around Junction Mall(1°17_57_S 36°45_49_E)--1-27.wav,Around Junction Mall(1°17_57_S 36°45_49_E),162,168,Around Junction Mall(1°17_57_S 36°45_49_E),-1,PSV
Around Junction Mall(1°17_57_S 36°45_49_E)--1-28.wav,Around Junction Mall(1°17_57_S 36°45_49_E),168,174,Around Junction Mall(1°17_57_S 36°45_49_E),-1,pickup
Around Junction Mall(1°17_57_S 36°45_49_E)--1-29.wav,Around Junction Mall(1°17_57_S 36°45_49_E),174,180,Around Junction Mall(1°17_57_S 36°45_49_E),-1,SUV
Around Junction Mall(1°17_57_S 36°45_49_E)--1-30.wav,Around Junction Mall(1°17_57_S 36°45_49_E),180,186,Around Junction Mall(1°17_57_S 36°45_49_E),-1,SUV
Around Junction Mall(1°17_57_S 36°45_49_E)--1-31.wav,Around Junction Mall(1°17_57_S 36°45_49_E),186,192,Around Junction Mall(1°17_57_S 36°45_49_E),-1,PSV
Around Junction Mall(1°17_57_S 36°45_49_E)--1-32.wav,Around Junction Mall(1°17_57_S 36°45_49_E),192,198,Around Junction Mall(1°17_57_S 36°45_49_E),-1,private car
Around Junction Mall(1°17_57_S 36°45_49_E)--1-33.wav,Around Junction Mall(1°17_57_S 36°45_49_E),198,204,Around Junction Mall(1°17_57_S 36°45_49_E),-1,private car
Around Junction Mall(1°17_57_S 36°45_49_E)--1-34.wav,Around Junction Mall(1°17_57_S 36°45_49_E),204,210,Around Junction Mall(1°17_57_S 36°45_49_E),-1,pickup
Around Junction Mall(1°17_57_S 36°45_49_E)--1-35.wav,Around Junction Mall(1°17_57_S 36°45_49_E),210,216,Around Junction Mall(1°17_57_S 36°45_49_E),-1,private car
Around Junction Mall(1°17_57_S 36°45_49_E)--1-36.wav,Around Junction Mall(1°17_57_S 36°45_49_E),216,222,Around Junction Mall(1°17_57_S 36°45_49_E),-1,motorcycle
Around Junction Mall(1°17_57_S 36°45_49_E)--1-37.wav,Around Junction Mall(1°17_57_S 36°45_49_E),222,228,Around Junction Mall(1°17_57_S 36°45_49_E),-1,private car
