relative_path,road,classID,class,Mean_MFCC,Std_MFCC,Leq_dBA,Adjusted_Leq_dBA,Speed_kmh
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-20.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),1,motorcycle,-36.8526,17.83117,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-21.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),10,other,-36.171776,19.417736,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-22.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),7,heavy truck,-36.203472,19.395304,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-23.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),9,PSV,-35.933826,19.52248,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-24.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),9,PSV,-38.156067,17.951511,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-25.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),3,SUV,-37.89456,18.163424,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-26.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),1,motorcycle,-36.26304,17.938362,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-27.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),3,SUV,-37.067852,19.727484,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-28.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),1,motorcycle,-34.06989,19.706963,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-29.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),9,PSV,-31.531256,18.353035,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-30.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),9,PSV,-33.34823,17.399887,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-31.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),10,other,-36.27433,19.688349,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-32.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),3,SUV,-33.839485,20.288462,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-33.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),7,heavy truck,-40.59752,19.774199,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-34.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),9,PSV,-37.52552,18.798914,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-35.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),9,PSV,-32.092766,18.199036,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-36.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),10,other,-33.838936,15.04291,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-37.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),9,PSV,-35.104664,16.922585,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-38.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),9,PSV,-32.28318,18.256569,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-39.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),9,PSV,-37.115944,18.285727,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-40.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),10,other,-35.817345,17.338694,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-41.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),1,motorcycle,-38.187977,17.480265,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-42.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),3,SUV,-34.174587,18.485584,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-43.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),3,SUV,-30.511938,18.320656,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-44.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),3,SUV,-32.63751,20.640032,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-45.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),1,motorcycle,-37.274593,19.3661,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-46.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),1,motorcycle,-37.55848,19.630365,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-47.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),9,PSV,-38.014668,21.018028,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-48.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),9,PSV,-42.869884,21.960861,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-49.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),1,motorcycle,-39.09766,19.02335,64.54484803497452,64.67954621408177,37.71
Around Arya School(1°16_32_ S 36°49_29_ E)\Around Arya School(1°16_32_ S 36°49_29_ E)--1-50.wav,AROUND ARYA SCHOOL(1°16_32_ S 36°49_29_ E),9,PSV,-39.3014,21.148426,64.54484803497452,64.67954621408177,37.71
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-0.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),9,PSV,-36.36266,18.829193,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-1.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),3,SUV,-31.718567,19.406008,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-2.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),3,SUV,-31.715216,19.28375,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-3.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),3,SUV,-33.12333,18.53506,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-4.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),3,SUV,-34.221428,19.370007,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-5.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),9,PSV,-36.32623,18.759422,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-6.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),3,SUV,-32.62755,18.029552,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-7.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),9,PSV,-35.175644,20.739338,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-8.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),3,SUV,-34.62355,17.421638,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-9.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),1,motorcycle,-33.483864,20.003788,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-10.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),1,motorcycle,-32.962044,20.324944,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-11.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),9,PSV,-32.89355,20.06905,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-12.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),9,PSV,-30.488476,18.557442,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-13.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),9,PSV,-26.982166,19.357012,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-14.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),1,motorcycle,-29.800014,18.433434,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-15.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),3,SUV,-33.595978,18.188005,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-16.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),3,SUV,-33.719746,18.22034,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-17.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),9,PSV,-33.145943,19.330116,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-18.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),1,motorcycle,-33.60273,19.169128,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-19.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),9,PSV,-30.083582,23.268976,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-20.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),9,PSV,-28.171204,20.766222,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-21.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),1,motorcycle,-33.43925,19.930344,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-22.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),9,PSV,-32.66274,19.526466,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-23.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),1,motorcycle,-33.14566,19.035048,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-24.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),3,SUV,-32.41377,18.609983,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-25.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),3,SUV,-32.59379,19.20929,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-26.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),10,other,-32.289932,17.730429,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-27.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),10,other,-27.83263,18.132086,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-28.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),9,PSV,-22.449978,17.64647,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-29.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),1,motorcycle,-32.15794,20.061083,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-30.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),3,SUV,-31.552612,18.08829,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-31.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),10,other,-31.549572,17.99327,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-32.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),10,other,-29.920923,20.050335,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-33.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),3,SUV,-31.72948,20.917318,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-34.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),9,PSV,-31.78034,19.482613,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-35.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),3,SUV,-30.670029,19.486824,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-36.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),1,motorcycle,-32.43451,17.404327,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-37.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),9,PSV,-32.647194,19.560055,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-38.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),3,SUV,-28.239283,18.579988,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-39.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),3,SUV,-30.644033,17.877295,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-40.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),1,motorcycle,-31.194813,18.884327,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-41.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),9,PSV,-32.343918,18.403189,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-42.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),9,PSV,-29.728796,20.110682,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-43.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),9,PSV,-30.75468,21.55036,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-44.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),9,PSV,-33.190773,20.560785,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-45.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),10,other,-30.976429,19.129316,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-46.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),9,PSV,-35.517155,18.612467,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-47.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),3,SUV,-34.442696,19.039196,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-48.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),3,SUV,-32.958385,19.941153,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-49.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),3,SUV,-28.580715,19.850336,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-50.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),1,motorcycle,-31.581451,19.424845,67.94923871190234,68.13370578009635,51.35
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)\Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-102.wav,AROUND BABA DOGO RD(1°14_51_S 36°52_26_E),1,motorcycle,-28.304585,19.628813,67.94923871190234,68.13370578009635,51.35
Around Junction Mall(1°17_57_S 36°45_49_E)\Around Junction Mall(1°17_57_S 36°45_49_E)--1-0.wav,AROUND JUNCTION MALL(1°17_57_S 36°45_49_E),1,motorcycle,-35.902287,18.570847,66.55179652528102,66.7059475692875,43.06
Around Junction Mall(1°17_57_S 36°45_49_E)\Around Junction Mall(1°17_57_S 36°45_49_E)--1-1.wav,AROUND JUNCTION MALL(1°17_57_S 36°45_49_E),9,PSV,-37.018494,22.366339,66.55179652528102,66.7059475692875,43.06
