slice_file_name,fsID,start,end,road,classID,class
Around Arya School(1°16_32_ S 36°49_29_ E)--1-38.wav,Around Arya School(1°16_32_ S 36°49_29_ E),228.0,234.0,Around Arya School(1°16_32_ S 36°49_29_ E),-1,Others
Around Arya School(1°16_32_ S 36°49_29_ E)--1-39.wav,Around Arya School(1°16_32_ S 36°49_29_ E),234.0,240.0,Around Arya School(1°16_32_ S 36°49_29_ E),-1,Others
Around Arya School(1°16_32_ S 36°49_29_ E)--1-40.wav,Around Arya School(1°16_32_ S 36°49_29_ E),240.0,246.0,Around Arya School(1°16_32_ S 36°49_29_ E),-1,Others
Around Arya School(1°16_32_ S 36°49_29_ E)--1-41.wav,Around Arya School(1°16_32_ S 36°49_29_ E),246.0,252.0,Around Arya School(1°16_32_ S 36°49_29_ E),-1,Others
Around Arya School(1°16_32_ S 36°49_29_ E)--1-42.wav,Around Arya School(1°16_32_ S 36°49_29_ E),252.0,258.0,Around Arya School(1°16_32_ S 36°49_29_ E),-1,Others
Around Arya School(1°16_32_ S 36°49_29_ E)--1-43.wav,Around Arya School(1°16_32_ S 36°49_29_ E),258.0,264.0,Around Arya School(1°16_32_ S 36°49_29_ E),-1,Others
Around Arya School(1°16_32_ S 36°49_29_ E)--1-44.wav,Around Arya School(1°16_32_ S 36°49_29_ E),264.0,270.0,Around Arya School(1°16_32_ S 36°49_29_ E),-1,Others
Around Arya School(1°16_32_ S 36°49_29_ E)--1-45.wav,Around Arya School(1°16_32_ S 36°49_29_ E),270.0,276.0,Around Arya School(1°16_32_ S 36°49_29_ E),-1,Others
Around Arya School(1°16_32_ S 36°49_29_ E)--1-46.wav,Around Arya School(1°16_32_ S 36°49_29_ E),276.0,282.0,Around Arya School(1°16_32_ S 36°49_29_ E),-1,Others
Around Arya School(1°16_32_ S 36°49_29_ E)--1-47.wav,Around Arya School(1°16_32_ S 36°49_29_ E),282.0,288.0,Around Arya School(1°16_32_ S 36°49_29_ E),-1,Others
Around Arya School(1°16_32_ S 36°49_29_ E)--1-48.wav,Around Arya School(1°16_32_ S 36°49_29_ E),288.0,294.0,Around Arya School(1°16_32_ S 36°49_29_ E),-1,Others
Around Arya School(1°16_32_ S 36°49_29_ E)--1-49.wav,Around Arya School(1°16_32_ S 36°49_29_ E),294.0,300.0,Around Arya School(1°16_32_ S 36°49_29_ E),-1,Others
Around Arya School(1°16_32_ S 36°49_29_ E)--1-50.wav,Around Arya School(1°16_32_ S 36°49_29_ E),297.8293197,303.8293197,Around Arya School(1°16_32_ S 36°49_29_ E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-0.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),0.0,6.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-1.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),6.0,12.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-2.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),12.0,18.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-3.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),18.0,24.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-4.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),24.0,30.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-5.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),30.0,36.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-6.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),36.0,42.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-7.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),42.0,48.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-8.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),48.0,54.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-9.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),54.0,60.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-10.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),60.0,66.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-11.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),66.0,72.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-12.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),72.0,78.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-13.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),78.0,84.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-14.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),84.0,90.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-15.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),90.0,96.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-16.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),96.0,102.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-17.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),102.0,108.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-18.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),108.0,114.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-19.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),114.0,120.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-20.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),120.0,126.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-21.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),126.0,132.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-22.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),132.0,138.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-23.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),138.0,144.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-24.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),144.0,150.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-25.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),150.0,156.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-26.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),156.0,162.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-27.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),162.0,168.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-28.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),168.0,174.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-29.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),174.0,180.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-30.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),180.0,186.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-31.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),186.0,192.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-32.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),192.0,198.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-33.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),198.0,204.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-34.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),204.0,210.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-35.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),210.0,216.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-36.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),216.0,222.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-37.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),222.0,228.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-38.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),228.0,234.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-39.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),234.0,240.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-40.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),240.0,246.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-41.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),246.0,252.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-42.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),252.0,258.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-43.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),258.0,264.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-44.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),264.0,270.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-45.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),270.0,276.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-46.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),276.0,282.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-47.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),282.0,288.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-48.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),288.0,294.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-49.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),294.0,300.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-50.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),300.0,306.0,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Baba Dogo Rd(1°14_51_S 36°52_26_E)--1-102.wav,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),304.3786621,310.3786621,Around Baba Dogo Rd(1°14_51_S 36°52_26_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-0.wav,Around Junction Mall(1°17_57_S 36°45_49_E),0.0,6.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-1.wav,Around Junction Mall(1°17_57_S 36°45_49_E),6.0,12.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-2.wav,Around Junction Mall(1°17_57_S 36°45_49_E),12.0,18.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-3.wav,Around Junction Mall(1°17_57_S 36°45_49_E),18.0,24.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-4.wav,Around Junction Mall(1°17_57_S 36°45_49_E),24.0,30.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-5.wav,Around Junction Mall(1°17_57_S 36°45_49_E),30.0,36.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-6.wav,Around Junction Mall(1°17_57_S 36°45_49_E),36.0,42.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-7.wav,Around Junction Mall(1°17_57_S 36°45_49_E),42.0,48.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-8.wav,Around Junction Mall(1°17_57_S 36°45_49_E),48.0,54.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-9.wav,Around Junction Mall(1°17_57_S 36°45_49_E),54.0,60.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-10.wav,Around Junction Mall(1°17_57_S 36°45_49_E),60.0,66.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-11.wav,Around Junction Mall(1°17_57_S 36°45_49_E),66.0,72.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-12.wav,Around Junction Mall(1°17_57_S 36°45_49_E),72.0,78.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-13.wav,Around Junction Mall(1°17_57_S 36°45_49_E),78.0,84.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-14.wav,Around Junction Mall(1°17_57_S 36°45_49_E),84.0,90.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-15.wav,Around Junction Mall(1°17_57_S 36°45_49_E),90.0,96.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-16.wav,Around Junction Mall(1°17_57_S 36°45_49_E),96.0,102.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-17.wav,Around Junction Mall(1°17_57_S 36°45_49_E),102.0,108.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-18.wav,Around Junction Mall(1°17_57_S 36°45_49_E),108.0,114.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-19.wav,Around Junction Mall(1°17_57_S 36°45_49_E),114.0,120.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-20.wav,Around Junction Mall(1°17_57_S 36°45_49_E),120.0,126.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-21.wav,Around Junction Mall(1°17_57_S 36°45_49_E),126.0,132.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-22.wav,Around Junction Mall(1°17_57_S 36°45_49_E),132.0,138.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-23.wav,Around Junction Mall(1°17_57_S 36°45_49_E),138.0,144.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-24.wav,Around Junction Mall(1°17_57_S 36°45_49_E),144.0,150.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-25.wav,Around Junction Mall(1°17_57_S 36°45_49_E),150.0,156.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-26.wav,Around Junction Mall(1°17_57_S 36°45_49_E),156.0,162.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-27.wav,Around Junction Mall(1°17_57_S 36°45_49_E),162.0,168.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-28.wav,Around Junction Mall(1°17_57_S 36°45_49_E),168.0,174.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-29.wav,Around Junction Mall(1°17_57_S 36°45_49_E),174.0,180.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-30.wav,Around Junction Mall(1°17_57_S 36°45_49_E),180.0,186.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-31.wav,Around Junction Mall(1°17_57_S 36°45_49_E),186.0,192.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-32.wav,Around Junction Mall(1°17_57_S 36°45_49_E),192.0,198.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
Around Junction Mall(1°17_57_S 36°45_49_E)--1-33.wav,Around Junction Mall(1°17_57_S 36°45_49_E),198.0,204.0,Around Junction Mall(1°17_57_S 36°45_49_E),-1,Others
